Bytes,TransferTime,Bandwidth
2,5.0145e-08,0
4,4.5735e-08,4.78082e+12
8,4.839e-08,8.5412e+12
16,4.5035e-08,1.97224e+13
32,4.764e-08,3.5249e+13
64,5.1145e-08,6.11665e+13
128,8.922e-08,4.02e+13
256,7.0285e-08,1.29555e+14
512,1.1316e-07,9.99595e+13
1024,8.7565e-08,3.33871e+14
2048,1.24585e-07,3.29867e+14
4096,1.8014e-07,3.15558e+14
