Bytes,TransferTime,Bandwidth
8,0.00016997,23533.5
16,8.5668e-05,93383.8
32,3.28554e-05,486982
64,4.01178e-05,797650
128,7.85094e-05,815189
256,7.46623e-05,1.71439e+06
512,7.98826e-05,3.2047e+06
1024,7.47375e-05,6.85065e+06
2048,4.1084e-05,2.49246e+07
4096,2.05114e-05,9.98469e+07
8192,8.05672e-05,5.08395e+07
16384,8.08593e-05,1.01312e+08
