Bytes,TransferTime,Bandwidth
8,9.12411e-06,438399
16,3.56375e-07,2.24483e+07
32,5.3236e-07,3.00549e+07
64,3.77015e-07,8.48773e+07
128,8.18095e-07,7.82305e+07
256,6.46975e-07,1.97844e+08
512,8.8087e-07,2.90622e+08
1024,1.2971e-06,3.94725e+08
2048,2.0077e-06,5.10036e+08
4096,3.46085e-06,5.91762e+08
8192,6.82241e-06,6.00374e+08
16384,1.43586e-05,5.7053e+08
