Bytes,TransferTime,Bandwidth
8,1.84439e-06,2.16874e+06
16,2.4847e-07,3.2197e+07
32,3.50915e-07,4.55951e+07
64,4.25555e-07,7.51959e+07
128,7.90495e-07,8.09619e+07
256,5.42375e-07,2.35999e+08
512,6.82695e-07,3.74984e+08
1024,7.94e-07,6.44836e+08
2048,1.17327e-06,8.72774e+08
4096,1.67477e-06,1.22285e+09
8192,2.05764e-06,1.99063e+09
16384,4.24243e-06,1.93097e+09
