Bytes,TransferTime,Bandwidth
8,3.69455e-06,1.08268e+06
16,2.61595e-07,3.05816e+07
32,3.46405e-07,4.61887e+07
64,3.7526e-07,8.52742e+07
128,8.7225e-07,7.33735e+07
256,6.1466e-07,2.08245e+08
512,7.2352e-07,3.53826e+08
1024,8.99555e-07,5.6917e+08
2048,1.30642e-06,7.83818e+08
4096,1.78798e-06,1.14543e+09
8192,2.4585e-06,1.66605e+09
16384,4.8315e-06,1.69554e+09
