Bytes,TransferTime,Bandwidth
8,0.000331218,12076.6
16,7.94422e-05,100702
32,3.99961e-05,400039
64,7.98992e-05,400505
128,0.000164037,390156
256,4.00653e-05,3.19479e+06
512,4.01451e-05,6.37687e+06
1024,7.47033e-05,6.85378e+06
2048,7.45995e-05,1.37266e+07
4096,4.12448e-05,4.96547e+07
8192,7.81683e-05,5.23997e+07
16384,4.9392e-05,1.65857e+08
