Bytes,TransferTime,Bandwidth
2,2.24875e-07,0
4,1.9988e-07,2.503e+11
8,1.02514e-06,1.90311e+10
16,1.87655e-07,1.1359e+12
32,2.387e-07,1.40406e+12
64,2.4461e-07,2.67406e+12
128,6.6506e-07,7.23483e+11
256,4.30215e-07,3.45787e+12
512,5.0856e-07,4.94909e+12
1024,6.1406e-07,6.7892e+12
2048,8.70445e-07,6.75752e+12
4096,1.25964e-06,6.45373e+12
