Bytes,TransferTime,Bandwidth
2,2.1186e-06,0
4,2.38e-07,1.76541e+11
8,2.3354e-07,3.66697e+11
16,2.4812e-07,6.49735e+11
32,3.84025e-07,5.42464e+11
64,3.61735e-07,1.22275e+12
128,8.49955e-07,4.42953e+11
256,6.5128e-07,1.50884e+12
512,7.1891e-07,2.47663e+12
1024,8.2436e-07,3.76709e+12
2048,1.21825e-06,3.4498e+12
4096,1.81183e-06,3.11937e+12
