Bytes,TransferTime,Bandwidth
2,6.8988e-06,0
4,3.5888e-07,7.76429e+10
8,2.73365e-07,2.67636e+11
16,3.19e-07,3.93078e+11
32,3.8994e-07,5.26132e+11
64,6.04145e-07,4.38367e+11
128,8.6679e-07,4.25914e+11
256,6.6681e-07,1.43938e+12
512,1.02093e-06,1.22806e+12
1024,1.11531e-06,2.05802e+12
2048,1.96432e-06,1.32693e+12
4096,3.37929e-06,8.96701e+11
