Bytes,TransferTime,Bandwidth
8,5.45047e-06,733882
16,3.4971e-07,2.28761e+07
32,4.0652e-07,3.93585e+07
64,3.9024e-07,8.20008e+07
128,1.0029e-06,6.38149e+07
256,6.52135e-07,1.96278e+08
512,8.40895e-07,3.04438e+08
1024,9.8702e-07,5.18733e+08
2048,2.36538e-06,4.32912e+08
4096,2.137e-06,9.58355e+08
8192,3.47272e-06,1.17948e+09
16384,7.16456e-06,1.14341e+09
