Bytes,TransferTime,Bandwidth
2,7.56322e-06,0
4,2.7492e-07,1.32308e+11
8,2.8068e-07,2.53867e+11
16,3.3984e-07,3.46347e+11
32,3.8042e-07,5.52794e+11
64,3.83175e-07,1.08975e+12
128,8.85675e-07,4.07945e+11
256,6.64605e-07,1.44895e+12
512,1.02243e-06,1.22444e+12
1024,1.17743e-06,1.8466e+12
2048,1.45641e-06,2.41382e+12
4096,2.2446e-06,2.03246e+12
