Bytes,TransferTime,Bandwidth
2,0.000235576,0
4,0.000116825,0.0171196
8,6.00291e-05,0.0666343
16,0.000178771,0.04475
32,0.000239899,0.0666946
64,0.000200024,0.159981
128,0.000180024,0.355508
256,0.000180001,0.711107
512,0.000119764,2.13754
1024,0.000119684,4.27794
2048,0.000119629,8.55978
4096,6.12214e-05,33.4524

