Bytes,TransferTime,Bandwidth
8,3.2867e-07,1.21703e+07
16,2.0098e-07,3.9805e+07
32,2.5473e-07,6.28116e+07
64,3.0187e-07,1.06006e+08
128,6.22825e-07,1.02758e+08
256,3.5517e-07,3.60391e+08
512,4.9774e-07,5.14325e+08
1024,5.7409e-07,8.91846e+08
2048,7.96005e-07,1.28642e+09
4096,1.25512e-06,1.63171e+09
8192,1.51592e-06,2.70199e+09
16384,3.00378e-06,2.72723e+09
